Date,Open,High,Low,Close,Adj Close,Volume
2004-02-19,16.568800,16.568800,16.454500,16.511600,16.511600,17503
2004-02-20,16.111700,16.111700,15.711800,15.711800,15.711800,38874
2004-02-23,15.940300,15.997400,15.426100,15.711800,15.711800,110618
2004-02-24,15.711800,15.997400,15.426100,15.426100,15.426100,181592
2004-02-25,15.426100,15.997400,15.083300,15.997400,15.997400,597721
2004-02-26,15.997400,16.283100,15.997400,16.111700,16.111700,271286
2004-02-27,15.997400,16.111700,15.711800,15.997400,15.997400,231060
2004-03-01,15.997400,15.997400,15.826000,15.826000,15.826000,60159
2004-03-02,15.997400,15.997400,15.426100,15.483200,15.483200,170827
2004-03-03,15.426100,16.111700,15.426100,15.997400,15.997400,67925
2004-03-04,16.283100,16.511600,16.283100,16.454500,16.454500,37866
2004-03-05,16.568800,17.140100,16.568800,17.083000,17.083000,345738
2004-03-08,17.140100,17.140100,16.854500,16.854500,16.854500,31003
2004-03-09,16.854500,16.854500,16.854500,16.854500,16.854500,350
2004-03-10,16.568800,16.568800,14.283400,14.911900,14.911900,278912
2004-03-11,14.569100,14.569100,13.597800,13.597800,13.597800,110793
2004-03-12,13.712100,13.940600,13.540700,13.712100,13.712100,316130
2004-03-15,13.712100,13.712100,13.597800,13.712100,13.712100,19253
2004-03-16,13.712100,13.712100,12.626500,13.026500,13.026500,91435
2004-03-17,13.083600,13.597800,13.083600,13.140700,13.140700,41149
2004-03-18,13.426400,13.426400,13.140700,13.140700,13.140700,7365
2004-03-19,13.140700,13.140700,12.626500,12.626500,12.626500,37281
2004-03-22,12.569400,12.740800,12.283700,12.569400,12.569400,78238
2004-03-23,12.569400,13.140700,12.569400,13.083600,13.083600,30677
2004-03-24,13.140700,13.140700,12.740800,12.969300,12.969300,25222
2004-03-25,13.140700,13.140700,11.883800,12.169500,12.169500,421817
2004-03-26,12.626500,12.626500,11.769600,11.998100,11.998100,285646
2004-03-29,12.055200,12.226600,11.941000,12.169500,12.169500,276681
2004-03-30,12.283700,12.455100,11.998100,12.226600,12.226600,182348
2004-03-31,12.112400,12.283700,11.941000,11.998100,11.998100,133196
2004-04-01,11.883800,11.998100,11.826700,11.826700,11.826700,29399
2004-04-02,11.883800,11.941000,11.883800,11.941000,11.941000,11338
2004-04-05,11.998100,11.998100,11.426700,11.426700,11.426700,29405
2004-04-06,11.712400,11.941000,11.541000,11.541000,11.541000,5951
2004-04-07,11.712400,11.712400,11.712400,11.712400,11.712400,350
2004-04-08,null,null,null,null,null,null
2004-04-09,null,null,null,null,null,null
2004-04-12,null,null,null,null,null,null
2004-04-13,11.712400,11.883800,11.712400,11.712400,11.712400,86056
2004-04-14,11.941000,11.998100,11.655300,11.655300,11.655300,150174
2004-04-15,11.541000,11.883800,11.426700,11.883800,11.883800,2993
2004-04-16,11.541000,11.826700,11.541000,11.712400,11.712400,45332
2004-04-19,11.712400,11.998100,11.712400,11.998100,11.998100,266253
2004-04-20,11.998100,11.998100,11.712400,11.712400,11.712400,102239
2004-04-21,11.426700,11.769600,11.426700,11.712400,11.712400,90411
2004-04-22,11.426700,11.426700,11.141100,11.426700,11.426700,527459
2004-04-23,11.141100,11.141100,10.741100,10.798300,10.798300,129220
2004-04-26,10.569700,10.569700,9.712730,9.712730,9.712730,15858
2004-04-27,9.827000,9.827000,8.855730,9.141390,9.141390,208493
2004-04-28,9.084260,9.141390,8.969990,9.027130,9.027130,80728
2004-04-29,9.084260,9.141390,9.027130,9.141390,9.141390,79860
2004-04-30,9.141390,9.141390,8.798590,8.855730,8.855730,169077
2004-05-03,7.998720,7.998720,7.255980,7.427380,7.427380,754141
2004-05-04,7.541650,7.655920,7.141710,7.141710,7.141710,548520
2004-05-05,7.427380,7.427380,6.856050,6.856050,6.856050,501413
2004-05-06,6.913180,6.970310,6.856050,6.856050,6.856050,988558
2004-05-07,6.856050,6.856050,6.570380,6.570380,6.570380,147374
2004-05-10,6.627510,6.627510,6.284710,6.456110,6.456110,192494
2004-05-11,6.570380,6.570380,6.284710,6.284710,6.284710,111146
2004-05-12,6.284710,6.284710,5.656240,5.656240,5.656240,220185
2004-05-13,5.713370,6.856050,5.713370,6.513240,6.513240,1112355
2004-05-14,6.741780,7.084580,6.570380,6.570380,6.570380,660731
2004-05-17,null,null,null,null,null,null
2004-05-18,7.141710,7.255980,6.856050,7.141710,7.141710,302448
2004-05-19,7.313120,7.427380,6.913180,6.913180,6.913180,316475
2004-05-20,null,null,null,null,null,null
2004-05-21,7.027450,7.427380,7.027450,7.198850,7.198850,23517
2004-05-24,7.255980,7.255980,6.856050,7.141710,7.141710,103370
2004-05-25,6.856050,6.856050,5.999040,6.627510,6.627510,317222
2004-05-26,6.570380,6.741780,6.284710,6.570380,6.570380,349618
2004-05-27,6.513240,6.627510,6.341840,6.627510,6.627510,138272
2004-05-28,6.570380,6.570380,6.570380,6.570380,6.570380,1819
2004-05-31,null,null,null,null,null,null
2004-06-01,6.456110,6.798910,6.398980,6.798910,6.798910,3851
2004-06-02,6.570380,6.798910,6.570380,6.798910,6.798910,133371
2004-06-03,6.684640,6.684640,6.456110,6.513240,6.513240,36548
2004-06-04,6.513240,6.570380,6.284710,6.513240,6.513240,55484
2004-06-07,6.398980,6.513240,6.170440,6.170440,6.170440,143523
2004-06-08,6.170440,6.284710,6.056170,6.227570,6.227570,154058
2004-06-09,6.113310,6.341840,6.113310,6.284710,6.284710,439375
2004-06-10,6.284710,6.284710,6.284710,6.284710,6.284710,1750
2004-06-11,6.456110,6.570380,6.284710,6.570380,6.570380,40571
2004-06-14,6.341840,6.627510,6.341840,6.570380,6.570380,27304
2004-06-15,6.627510,6.970310,6.570380,6.970310,6.970310,28004
2004-06-16,6.970310,6.970310,6.741780,6.856050,6.856050,6320
2004-06-17,6.570380,6.856050,6.570380,6.856050,6.856050,395791
2004-06-18,6.570380,6.570380,6.570380,6.570380,6.570380,17431
2004-06-21,6.856050,6.856050,6.627510,6.627510,6.627510,7115
2004-06-22,6.856050,7.427380,6.856050,7.255980,7.255980,1011919
2004-06-23,7.598780,7.598780,7.313120,7.313120,7.313120,66523
2004-06-24,7.313120,7.313120,7.141710,7.141710,7.141710,296727
2004-06-25,7.141710,7.141710,6.741780,6.741780,6.741780,18324
2004-06-28,6.970310,7.141710,6.970310,7.141710,7.141710,109231
2004-06-29,7.141710,7.141710,7.141710,7.141710,7.141710,1750
2004-06-30,6.741780,7.141710,6.570380,7.141710,7.141710,66939
2004-07-01,6.913180,7.084580,6.913180,6.913180,6.913180,22754
2004-07-02,6.970310,6.970310,6.970310,6.970310,6.970310,14002
2004-07-05,7.084580,7.198850,7.084580,7.198850,7.198850,31505
2004-07-06,7.141710,7.370250,7.084580,7.084580,7.084580,28004
2004-07-07,7.370250,7.370250,7.370250,7.370250,7.370250,1750
2004-07-08,7.255980,7.255980,7.198850,7.198850,7.198850,3501
2004-07-09,7.141710,7.313120,7.141710,7.313120,7.313120,14002
2004-07-12,7.370250,7.370250,7.255980,7.255980,7.255980,21003
2004-07-13,7.427380,7.427380,7.427380,7.427380,7.427380,3973
2004-07-14,7.427380,7.427380,7.313120,7.313120,7.313120,90141
2004-07-15,7.370250,7.370250,7.370250,7.370250,7.370250,15079
2004-07-16,7.198850,7.198850,6.856050,7.141710,7.141710,36756
2004-07-19,7.313120,7.313120,7.313120,7.313120,7.313120,1750
2004-07-20,7.313120,7.313120,7.198850,7.198850,7.198850,38637
2004-07-21,7.198850,7.198850,7.198850,7.198850,7.198850,5251
2004-07-22,6.570380,7.084580,6.570380,6.570380,6.570380,0
2004-07-23,6.570380,7.084580,6.570380,6.570380,6.570380,0
2004-07-26,6.570380,6.856050,6.570380,6.856050,6.856050,8751
2004-07-27,6.856050,6.856050,6.570380,6.570380,6.570380,9014
2004-07-28,6.627510,6.627510,6.627510,6.627510,6.627510,1750
2004-07-29,7.027450,7.027450,7.027450,7.027450,7.027450,1750
2004-07-30,6.856050,7.027450,6.856050,6.856050,6.856050,0
2004-08-02,6.913180,7.141710,6.913180,7.141710,7.141710,3501
2004-08-03,7.141710,7.370250,7.141710,7.313120,7.313120,558339
2004-08-04,7.655920,7.713050,7.655920,7.713050,7.713050,26254
2004-08-05,7.713050,7.713050,7.427380,7.427380,7.427380,12905
2004-08-06,7.655920,7.655920,7.541650,7.655920,7.655920,8751
2004-08-09,7.427380,7.427380,7.313120,7.313120,7.313120,24504
2004-08-10,7.313120,7.313120,7.313120,7.313120,7.313120,3501
2004-08-11,7.484520,7.484520,7.427380,7.427380,7.427380,35006
2004-08-12,7.313120,7.313120,7.313120,7.313120,7.313120,14002
2004-08-13,7.141710,7.141710,7.141710,7.141710,7.141710,3501
2004-08-16,7.198850,7.198850,7.141710,7.141710,7.141710,25204
2004-08-17,7.141710,7.141710,7.027450,7.027450,7.027450,45507
2004-08-18,7.027450,7.027450,7.027450,7.027450,7.027450,5356
2004-08-19,6.970310,6.970310,6.741780,6.913180,6.913180,168855
2004-08-20,6.913180,6.913180,6.798910,6.798910,6.798910,42824
2004-08-23,6.798910,6.856050,6.741780,6.856050,6.856050,15753
2004-08-24,6.856050,6.856050,6.856050,6.856050,6.856050,61452
2004-08-25,6.856050,7.141710,6.856050,7.141710,7.141710,36938
2004-08-26,6.856050,7.141710,6.684640,7.141710,7.141710,336430
2004-08-27,7.141710,7.141710,7.141710,7.141710,7.141710,111668
2004-08-30,7.027450,7.027450,7.027450,7.027450,7.027450,1750
2004-08-31,7.141710,7.141710,6.970310,6.970310,6.970310,77012
2004-09-01,6.970310,6.970310,6.856050,6.856050,6.856050,138545
2004-09-02,6.913180,6.970310,6.913180,6.970310,6.970310,139690
2004-09-03,6.970310,6.970310,6.970310,6.970310,6.970310,24504
2004-09-06,7.084580,7.084580,7.084580,7.084580,7.084580,5251
2004-09-07,7.255980,7.255980,7.198850,7.255980,7.255980,190847
2004-09-08,7.141710,7.141710,6.970310,6.970310,6.970310,49008
2004-09-09,6.970310,7.255980,6.970310,6.970310,6.970310,0
2004-09-10,7.027450,7.027450,6.970310,6.970310,6.970310,10502
2004-09-13,6.970310,6.970310,6.913180,6.913180,6.913180,12662
2004-09-14,6.970310,6.970310,6.970310,6.970310,6.970310,175028
2004-09-15,6.913180,6.913180,6.913180,6.913180,6.913180,63824
2004-09-16,6.856050,6.856050,6.627510,6.627510,6.627510,31505
2004-09-17,6.284710,6.341840,6.284710,6.284710,6.284710,84017
2004-09-20,6.570380,6.570380,6.284710,6.570380,6.570380,52508
2004-09-21,6.227570,6.513240,6.227570,6.227570,6.227570,0
2004-09-22,6.227570,6.456110,6.227570,6.227570,6.227570,0
2004-09-23,6.284710,6.284710,6.227570,6.227570,6.227570,13827
2004-09-24,6.284710,6.284710,6.284710,6.284710,6.284710,3501
2004-09-27,5.999040,5.999040,5.999040,5.999040,5.999040,2100
2004-09-28,5.827640,6.170440,5.827640,5.827640,5.827640,0
2004-09-29,5.999040,5.999040,5.713370,5.713370,5.713370,125129
2004-09-30,5.713370,5.827640,5.427700,5.599100,5.599100,98891
2004-10-01,5.541970,5.599100,5.541970,5.599100,5.599100,22754
2004-10-04,5.599100,5.713370,5.599100,5.599100,5.599100,229444
2004-10-05,5.599100,5.713370,5.484840,5.484840,5.484840,73162
2004-10-06,5.433420,5.541970,5.427700,5.439130,5.439130,52876
2004-10-07,5.433420,5.484840,5.427700,5.427700,5.427700,94541
2004-10-08,5.484840,5.570540,5.199170,5.199170,5.199170,112368
2004-10-11,5.204880,5.204880,4.913500,4.970630,4.970630,65373
2004-10-12,4.913500,5.130610,4.627830,4.627830,4.627830,119019
2004-10-13,4.570700,4.627830,4.524990,4.570700,4.570700,369152
2004-10-14,4.570700,5.027770,4.285030,4.999200,4.999200,353101
2004-10-15,4.942070,4.942070,4.570700,4.633540,4.633540,174503
2004-10-18,4.570700,4.570700,4.570700,4.570700,4.570700,26429
2004-10-19,4.570700,4.684960,4.570700,4.684960,4.684960,82881
2004-10-20,4.827800,4.856370,4.770670,4.770670,4.770670,175571
2004-10-21,4.770670,4.799230,4.742100,4.742100,4.742100,74044
2004-10-22,4.799230,4.799230,4.742100,4.799230,4.799230,75612
2004-10-25,4.604980,4.604980,4.570700,4.570700,4.570700,7019
2004-10-26,4.627830,4.627830,4.142190,4.370730,4.370730,76662
2004-10-27,4.536420,4.542130,4.296460,4.450720,4.450720,213534
2004-10-28,4.570700,4.799230,4.570700,4.799230,4.799230,26254
2004-10-29,4.799230,4.799230,4.570700,4.742100,4.742100,13932
2004-11-01,4.684960,4.684960,4.684960,4.684960,4.684960,1750
2004-11-02,4.570700,4.570700,4.570700,4.570700,4.570700,17520
2004-11-03,4.456430,4.456430,4.456430,4.456430,4.456430,70081
2004-11-04,4.570700,4.742100,4.570700,4.627830,4.627830,196907
2004-11-05,4.742100,5.142030,4.742100,5.136320,5.136320,518092
2004-11-08,5.084900,5.084900,4.970630,5.079190,5.079190,476536
2004-11-09,5.022050,5.027770,4.913500,4.970630,4.970630,285296
2004-11-10,4.970630,5.227730,4.970630,5.199170,5.199170,218785
2004-11-11,5.199170,5.199170,4.799230,5.142030,5.142030,350161
2004-11-12,5.170600,5.302010,5.170600,5.284870,5.284870,104432
2004-11-15,5.427700,5.427700,5.370570,5.370570,5.370570,124270
2004-11-16,5.427700,5.713370,5.427700,5.656240,5.656240,295797
2004-11-17,5.656240,5.941910,5.599100,5.941910,5.941910,164936
2004-11-18,5.941910,6.684640,5.941910,6.456110,6.456110,150403
2004-11-19,6.513240,6.913180,6.456110,6.456110,6.456110,212046
2004-11-22,6.341840,6.341840,5.599100,6.113310,6.113310,156221
2004-11-23,6.398980,7.427380,6.398980,7.141710,7.141710,460149
2004-11-24,7.084580,7.141710,6.856050,6.970310,6.970310,484273
2004-11-25,7.027450,7.313120,6.913180,6.913180,6.913180,407682
2004-11-26,7.027450,7.141710,6.856050,7.141710,7.141710,1300808
2004-11-29,6.970310,7.541650,6.970310,7.313120,7.313120,343090
2004-11-30,7.141710,7.284550,7.084580,7.084580,7.084580,567091
2004-12-01,7.313120,7.313120,7.027450,7.313120,7.313120,308053
2004-12-02,7.598780,7.998720,7.598780,7.941590,7.941590,1691052
2004-12-03,7.998720,8.055850,7.541650,7.541650,7.541650,159118
2004-12-06,7.827320,7.827320,7.655920,7.713050,7.713050,51633
2004-12-07,7.713050,8.170120,7.484520,8.055850,8.055850,103144
2004-12-08,8.055850,8.112990,7.713050,8.055850,8.055850,119544
2004-12-09,7.998720,7.998720,7.427380,7.655920,7.655920,37869
2004-12-10,7.655920,7.827320,7.655920,7.770190,7.770190,101691
2004-12-13,7.484520,7.655920,7.484520,7.655920,7.655920,46053
2004-12-14,7.770190,7.770190,7.598780,7.655920,7.655920,38987
2004-12-15,7.598780,7.598780,7.255980,7.484520,7.484520,136531
2004-12-16,7.313120,7.427380,7.313120,7.427380,7.427380,53244
2004-12-17,7.141710,7.313120,7.141710,7.141710,7.141710,0
2004-12-20,7.198850,7.255980,6.284710,6.627510,6.627510,77012
2004-12-21,6.627510,7.027450,6.627510,7.027450,7.027450,24637
2004-12-22,7.141710,7.484520,7.141710,7.484520,7.484520,230424
2004-12-23,7.427380,7.655920,7.427380,7.484520,7.484520,67298
2004-12-24,null,null,null,null,null,null
2004-12-27,7.427380,7.484520,7.427380,7.484520,7.484520,43932
2004-12-28,7.484520,7.941590,7.484520,7.941590,7.941590,772661
2004-12-29,7.884450,7.884450,7.598780,7.770190,7.770190,141773
2004-12-30,7.713050,7.713050,7.655920,7.713050,7.713050,463255
2004-12-31,null,null,null,null,null,null
2005-01-03,7.827320,7.827320,7.770190,7.770190,7.770190,3501
2005-01-04,7.713050,7.713050,7.713050,7.713050,7.713050,9452
2005-01-05,7.713050,7.770190,7.713050,7.770190,7.770190,71761
2005-01-06,7.827320,8.570060,7.827320,8.398660,8.398660,301365
2005-01-07,8.284390,8.570060,8.284390,8.570060,8.570060,87496
2005-01-10,8.341520,8.512920,8.341520,8.512920,8.512920,40274
2005-01-11,8.341520,8.341520,8.341520,8.341520,8.341520,7701
2005-01-12,8.227260,8.227260,7.998720,7.998720,7.998720,24504
2005-01-13,7.998720,7.998720,7.770190,7.827320,7.827320,105017
2005-01-14,7.713050,7.998720,7.713050,7.713050,7.713050,0
2005-01-17,7.884450,7.998720,7.884450,7.998720,7.998720,203645
2005-01-18,8.227260,8.227260,7.998720,7.998720,7.998720,42819
2005-01-19,8.227260,8.284390,8.170120,8.284390,8.284390,16383
2005-01-20,8.170120,8.170120,8.170120,8.170120,8.170120,1841
2005-01-21,8.055850,8.055850,7.998720,7.998720,7.998720,47258
2005-01-24,8.055850,8.055850,7.998720,7.998720,7.998720,5251
2005-01-25,7.941590,7.941590,7.598780,7.713050,7.713050,26265
2005-01-26,7.541650,7.713050,7.541650,7.541650,7.541650,0
2005-01-27,7.541650,7.827320,7.541650,7.827320,7.827320,353557
2005-01-28,7.770190,7.770190,7.770190,7.770190,7.770190,26254
2005-01-31,7.770190,7.998720,7.770190,7.770190,7.770190,37456
2005-02-01,7.713050,7.998720,7.713050,7.998720,7.998720,21003
2005-02-02,7.770190,7.770190,7.713050,7.713050,7.713050,42159
2005-02-03,7.713050,7.827320,7.713050,7.827320,7.827320,162468
2005-02-04,7.998720,8.170120,7.884450,8.170120,8.170120,214409
2005-02-07,8.227260,8.284390,8.055850,8.284390,8.284390,68261
2005-02-08,8.284390,8.512920,8.284390,8.512920,8.512920,679935
2005-02-09,8.512920,8.684320,8.512920,8.627190,8.627190,832783
2005-02-10,8.627190,8.627190,8.455790,8.570060,8.570060,745259
2005-02-11,8.627190,9.141390,8.570060,9.141390,9.141390,609281
2005-02-14,9.141390,9.427060,9.027130,9.198530,9.198530,583624
2005-02-15,9.369930,9.369930,9.369930,9.369930,9.369930,352251
2005-02-16,9.369930,9.598460,9.084260,9.084260,9.084260,23104
2005-02-17,8.570060,9.255660,8.570060,9.141390,9.141390,188881
2005-02-18,9.141390,9.141390,8.855730,9.141390,9.141390,24257
2005-02-21,9.027130,9.027130,8.855730,8.855730,8.855730,443740
2005-02-22,8.855730,8.855730,8.570060,8.570060,8.570060,112893
2005-02-23,8.570060,8.741460,8.570060,8.741460,8.741460,62152
2005-02-24,8.855730,9.141390,8.855730,9.141390,9.141390,148774
2005-02-25,9.141390,9.141390,9.027130,9.141390,9.141390,373947
2005-02-28,8.341520,8.855730,8.284390,8.855730,8.855730,70029
2005-03-01,8.855730,9.141390,8.855730,9.141390,9.141390,30350
2005-03-02,9.141390,9.427060,9.027130,9.255660,9.255660,151399
2005-03-03,9.141390,9.312800,9.141390,9.198530,9.198530,231212
2005-03-04,9.255660,9.255660,9.084260,9.084260,9.084260,115956
2005-03-07,8.855730,8.912860,8.855730,8.855730,8.855730,47363
2005-03-08,9.141390,9.141390,8.627190,8.627190,8.627190,202157
2005-03-09,8.855730,9.541330,8.570060,9.541330,9.541330,623353
2005-03-10,9.541330,9.884130,9.427060,9.884130,9.884130,30980
2005-03-11,9.827000,9.827000,9.541330,9.655600,9.655600,17512
2005-03-14,9.655600,10.798300,9.655600,10.512600,10.512600,442821
2005-03-15,10.855400,10.855400,9.827000,10.055500,10.055500,352681
2005-03-16,10.169800,10.398300,9.827000,9.884130,9.884130,99888
2005-03-17,9.369930,9.998400,9.369930,9.998400,9.998400,20916
2005-03-18,9.541330,9.998400,9.198530,9.998400,9.998400,23629
2005-03-21,9.827000,9.827000,9.712730,9.712730,9.712730,7876
2005-03-22,9.255660,9.427060,9.255660,9.427060,9.427060,22754
2005-03-23,9.427060,9.427060,9.427060,9.427060,9.427060,875
2005-03-24,null,null,null,null,null,null
2005-03-25,null,null,null,null,null,null
2005-03-28,null,null,null,null,null,null
2005-03-29,9.484200,9.769870,9.484200,9.484200,9.484200,0
2005-03-30,9.312800,9.312800,9.312800,9.312800,9.312800,5820
2005-03-31,9.312800,9.312800,9.312800,9.312800,9.312800,3501
2005-04-01,9.027130,9.141390,9.027130,9.141390,9.141390,462424
2005-04-04,9.141390,9.598460,8.855730,8.855730,8.855730,11377
2005-04-05,9.027130,9.027130,8.741460,8.741460,8.741460,54259
2005-04-06,8.855730,8.855730,8.684320,8.684320,8.684320,8226
2005-04-07,8.570060,8.570060,8.284390,8.284390,8.284390,54442
2005-04-08,8.627190,9.484200,8.570060,8.855730,8.855730,311805
2005-04-11,8.855730,8.855730,8.855730,8.855730,8.855730,1750
2005-04-12,9.712730,10.569700,9.712730,9.998400,9.998400,215538
2005-04-13,10.684000,11.426700,10.455500,10.969700,10.969700,940425
2005-04-14,10.969700,11.998100,10.969700,11.426700,11.426700,1298708
2005-04-15,11.312500,11.312500,10.626900,11.312500,11.312500,421030
2005-04-18,10.398300,11.141100,10.284100,11.141100,11.141100,250553
2005-04-19,11.426700,11.426700,11.141100,11.255300,11.255300,110793
2005-04-20,11.255300,11.712400,10.969700,11.255300,11.255300,78763
2005-04-21,11.141100,11.141100,11.083900,11.083900,11.083900,67386
2005-04-22,11.141100,11.312500,11.141100,11.312500,11.312500,6126
2005-04-25,11.141100,11.426700,11.026800,11.426700,11.426700,51633
2005-04-26,11.312500,11.426700,11.141100,11.141100,11.141100,22229
2005-04-27,10.969700,11.141100,10.969700,11.083900,11.083900,15753
2005-04-28,11.083900,11.941000,11.083900,11.941000,11.941000,1077297
2005-04-29,11.712400,11.712400,11.198200,11.198200,11.198200,28880
2005-05-02,11.312500,11.426700,11.312500,11.426700,11.426700,35461
2005-05-03,11.426700,11.426700,11.426700,11.426700,11.426700,1750
2005-05-04,11.426700,11.483900,11.312500,11.312500,11.312500,39962
2005-05-05,null,null,null,null,null,null
2005-05-06,11.426700,11.426700,11.426700,11.426700,11.426700,39381
2005-05-09,11.426700,11.712400,11.426700,11.712400,11.712400,15928
2005-05-10,12.112400,12.569400,12.112400,12.169500,12.169500,241339
2005-05-11,12.569400,12.569400,12.055200,12.283700,12.283700,67731
2005-05-12,11.998100,12.226600,11.883800,11.998100,11.998100,252159
2005-05-13,11.883800,13.140700,11.883800,12.855100,12.855100,343930
2005-05-16,null,null,null,null,null,null
2005-05-17,null,null,null,null,null,null
2005-05-18,12.969300,13.712100,12.855100,12.969300,12.969300,326427
2005-05-19,13.140700,13.426400,12.855100,13.026500,13.026500,188561
2005-05-20,13.026500,13.083600,12.855100,12.855100,12.855100,43920
2005-05-23,13.369300,13.369300,12.912200,13.140700,13.140700,48982
2005-05-24,13.540700,13.540700,13.026500,13.026500,13.026500,55326
2005-05-25,12.912200,13.312200,12.912200,13.140700,13.140700,43757
2005-05-26,13.312200,13.655000,13.312200,13.655000,13.655000,234193
2005-05-27,13.540700,13.826400,13.426400,13.769200,13.769200,157928
2005-05-30,13.997800,14.740500,13.769200,14.283400,14.283400,244444
2005-05-31,14.397700,14.397700,14.054900,14.112000,14.112000,154025
2005-06-01,14.226300,14.226300,13.883500,13.997800,13.997800,34878
2005-06-02,13.940600,13.940600,13.655000,13.655000,13.655000,55004
2005-06-03,13.655000,13.712100,13.426400,13.712100,13.712100,52130
2005-06-06,13.712100,14.112000,13.712100,13.940600,13.940600,166366
2005-06-07,14.054900,14.740500,14.054900,14.683400,14.683400,274706
2005-06-08,14.911900,15.997400,14.911900,15.311800,15.311800,478702
2005-06-09,15.483200,15.597500,15.140400,15.140400,15.140400,331970
2005-06-10,15.311800,15.311800,14.797600,15.026200,15.026200,276894
2005-06-13,15.140400,15.140400,14.969000,14.969000,14.969000,62161
2005-06-14,14.969000,15.197600,14.969000,15.197600,15.197600,58634
2005-06-15,15.254700,15.254700,14.911900,14.969000,14.969000,122695
2005-06-16,14.969000,15.083300,14.969000,14.969000,14.969000,126615
2005-06-17,14.969000,15.083300,14.740500,14.854800,14.854800,57759
2005-06-20,15.083300,15.083300,14.740500,14.854800,14.854800,87602
2005-06-21,14.797600,14.797600,13.712100,13.997800,13.997800,258166
2005-06-22,14.054900,14.226300,13.997800,13.997800,13.997800,101684
2005-06-23,13.826400,13.997800,13.826400,13.997800,13.997800,67386
2005-06-24,13.883500,13.883500,13.426400,13.712100,13.712100,65636
2005-06-27,13.483600,13.483600,13.197900,13.426400,13.426400,37125
2005-06-28,13.540700,13.997800,13.369300,13.997800,13.997800,88442
2005-06-29,14.169200,14.569100,14.169200,14.283400,14.283400,86628
2005-06-30,14.283400,14.797600,14.226300,14.797600,14.797600,133021
2005-07-01,14.797600,14.797600,14.569100,14.740500,14.740500,233662
2005-07-04,14.854800,15.369000,14.854800,15.140400,15.140400,127158
2005-07-05,15.369000,15.369000,15.140400,15.140400,15.140400,134485
2005-07-06,15.426100,15.426100,14.854800,15.426100,15.426100,165401
2005-07-07,15.654600,15.654600,13.140700,14.854800,14.854800,371429
2005-07-08,15.369000,15.426100,14.797600,14.854800,14.854800,286563
